genome,score
GTX0466.bin.83.fa,59.334510360241836
coassembly.bin.324.fa,90.47256156460183
GTX0484.bin.25.fa,99.8065015457606
coassembly.bin.273.fa,97.8074350658838
GTX0468.bin.2.fa,90.40210383150509
coassembly.bin.221.fa,69.23095477329407
GTX0468.bin.23.fa,79.12864746799005
coassembly.bin.224.fa,49.408826118586205
GTX0468.bin.47.fa,52.00887256463479
coassembly.bin.187.fa,40.137199871260286
GTX0466.bin.17.fa,71.56369481067605
coassembly.bin.37.fa,69.23390004543218
GTX0486_487.bin.83.fa,96.64258802239847
coassembly.bin.132.fa,96.14143708927868
GTX0466.bin.12.fa,88.08613284276915
GTX0481.bin.6.fa,96.68622382860153
coassembly.bin.280.fa,86.80148932103825
GTX0466.bin.19.fa,60.96963479316936
coassembly.bin.180.fa,66.1922581640036
GTX0468.bin.63.fa,98.86496402685816
GTX0486_487.bin.31.fa,70.43432291945355
coassembly.bin.199.fa,79.34747547723263
GTX0468.bin.17.fa,77.02613364899915
coassembly.bin.210.fa,46.680192371418926
GTX0468.bin.4.fa,73.960454145309
coassembly.bin.274.fa,48.758003729562766
GTX0468.bin.15.fa,82.45713422860483
GTX0486_487.bin.96.fa,98.4928378617563
coassembly.bin.389.fa,82.69063489004553
GTX0466.bin.75.fa,94.82935775674517
coassembly.bin.382.fa,91.83548670117607
GTX0486_487.bin.66.fa,67.12722368926124
coassembly.bin.40.fa,57.42950948595743
GTX0481.bin.9.fa,74.26571772746357
coassembly.bin.352.fa,75.78439425811179
GTX0466.bin.31.fa,69.15670106461593
coassembly.bin.189.fa,63.152906687330244
GTX0466.bin.56.fa,58.72948011426377
coassembly.bin.9.fa,47.319927907352145
GTX0466.bin.32.fa,84.39256278454411
GTX0484.bin.13.fa,94.41582564939158
coassembly.bin.217.fa,83.98807961528983
GTX0466.bin.39.fa,84.64504079447833
coassembly.bin.315.fa,91.7834108324242
GTX0484.bin.18.fa,92.2695721682715
coassembly.bin.149.fa,91.2579448719422
GTX0466.bin.27.fa,57.261162809333904
coassembly.bin.173.fa,51.84817819436667
GTX0466.bin.55.fa,66.63913642678573
coassembly.bin.320.fa,65.8649073478472
GTX0466.bin.52.fa,51.61029975640558
GTX0468.bin.72.fa,72.95257510457009
GTX0466.bin.6.fa,67.02431799421632
GTX0468.bin.6.fa,51.75718824704418
GTX0468.bin.26.fa,82.85493781685608
coassembly.bin.222.fa,74.67203302595725
GTX0486_487.bin.54.fa,58.606906391782346
coassembly.bin.292.fa,45.03944120733537
GTX0468.bin.60.fa,94.88225607135648
coassembly.bin.143.fa,66.98745966356192
GTX0486_487.bin.57.fa,40.80424505258562
GTX0486_487.bin.92.fa,92.9963021795734
coassembly.bin.226.fa,81.98588153907967
GTX0468.bin.35.fa,91.75913352340334
GTX0486_487.bin.74.fa,95.2862625360561
coassembly.bin.306.fa,78.53416941134975
GTX0468.bin.9.fa,80.45187030942894
coassembly.bin.83.fa,70.84229469283471
GTX0486_487.bin.21.fa,97.83527891392299
coassembly.bin.289.fa,95.11399159134471
GTX0466.bin.47.fa,61.270045033952464
coassembly.bin.118.fa,59.085449057205054
GTX0486_487.bin.90.fa,55.928764327761385
coassembly.bin.304.fa,58.92875164971462
GTX0468.bin.68.fa,67.73933490051134
coassembly.bin.275.fa,64.74003400686968
GTX0494.bin.21.fa,65.47656561259173
coassembly.bin.290.fa,22.747589565069713
GTX0468.bin.19.fa,98.45431755971221
GTX0486_487.bin.73.fa,96.65564363252925
GTX0493.bin.21.fa,60.57733021529461
coassembly.bin.363.fa,57.94144651664408
GTX0484.bin.11.fa,62.212412569202506
coassembly.bin.354.fa,57.82845402198603
GTX0465.bin.32.fa,65.09452677879632
coassembly.bin.144.fa,49.34690992292838
coassembly.bin.73.fa,62.667466983279574
GTX0468.bin.14.fa,96.20525295518455
coassembly.bin.58.fa,94.46845269556263
GTX0486_487.bin.1.fa,86.88911808447138
coassembly.bin.5.fa,84.4776798777046
GTX0486_487.bin.41.fa,70.92798995707011
coassembly.bin.343.fa,67.49671069984052
GTX0481.bin.29.fa,77.24692321342613
GTX0493.bin.7.fa,86.93208226234267
GTX0494.bin.3.fa,46.171014533818024
coassembly.bin.214.fa,45.40782654926773
GTX0466.bin.4.fa,69.82702913871218
coassembly.bin.209.fa,76.84947822023524
coassembly.bin.357.fa,67.23364332233889
coassembly.bin.63.fa,41.640290403244826
GTX0484.bin.21.fa,67.04881573359528
coassembly.bin.133.fa,74.83803682724265
coassembly.bin.203.fa,67.59004342510583
coassembly.bin.204.fa,63.829090749175734
coassembly.bin.287.fa,65.06386123101775
GTX0466.bin.67.fa,61.448716572055694
coassembly.bin.108.fa,48.21571379352547
GTX0465.bin.23.fa,66.12123720647112
GTX0466.bin.45.fa,48.5240265865578
GTX0484.bin.22.fa,88.39200496620612
GTX0486_487.bin.26.fa,53.86884712889327
coassembly.bin.68.fa,60.246266474217265
GTX0466.bin.74.fa,96.09153673447544
coassembly.bin.375.fa,93.78305721720903
GTX0468.bin.25.fa,61.23393588265312
GTX0486_487.bin.48.fa,83.82778475106375
coassembly.bin.91.fa,77.84770660198471
coassembly.bin.160.fa,17.898198251138314
GTX0466.bin.22.fa,52.10758852990735
coassembly.bin.24.fa,62.73912133372895
coassembly.bin.291.fa,80.9630199282849
coassembly.bin.372.fa,55.180139947316476
GTX0468.bin.70.fa,38.607728750725926
GTX0486_487.bin.86.fa,74.97725289469824
coassembly.bin.251.fa,93.98480056605692
GTX0494.bin.10.fa,60.168752754776264
coassembly.bin.312.fa,57.6898918900452
GTX0468.bin.22.fa,60.57186536368417
coassembly.bin.381.fa,13.562771684978298
GTX0468.bin.80.fa,56.71772895034469
GTX0484.bin.14.fa,47.187356643486815
coassembly.bin.107.fa,60.98584315772121
coassembly.bin.212.fa,66.96224790729694
coassembly.bin.385.fa,57.62879780909378
GTX0468.bin.12.fa,46.71642973758117
GTX0486_487.bin.69.fa,46.05859515425578
coassembly.bin.200.fa,45.3670513278564
coassembly.bin.126.fa,47.59527523075518
GTX0481.bin.20.fa,70.37373761420609
coassembly.bin.49.fa,64.77760003848464
coassembly.bin.356.fa,62.94961218924356
GTX0465.bin.10.fa,56.621462013818906
GTX0468.bin.59.fa,63.89590827065154
GTX0484.bin.4.fa,57.64237781105431
GTX0494.bin.17.fa,48.327993385714244
GTX0465.bin.15.fa,19.838238091013853
GTX0493.bin.18.fa,79.94668508464439
coassembly.bin.87.fa,67.02038021316312
GTX0481.bin.2.fa,70.86658822484812
coassembly.bin.380.fa,70.30845592041301
coassembly.bin.246.fa,88.79951974294737
GTX0486_487.bin.22.fa,68.029701362961
coassembly.bin.88.fa,73.33090814702193
GTX0468.bin.44.fa,89.96812986213324
coassembly.bin.319.fa,67.80518136024772
GTX0481.bin.3.fa,47.78421747548712
GTX0493.bin.13.fa,56.14681955626246
GTX0494.bin.29.fa,65.95373050816016
coassembly.bin.115.fa,52.799630535556545
GTX0493.bin.14.fa,72.25363499543597
GTX0493.bin.10.fa,80.05519731404084
coassembly.bin.256.fa,74.82547339236716
GTX0494.bin.20.fa,63.53892124202029
coassembly.bin.170.fa,61.80477784211042
GTX0481.bin.25.fa,64.96061510944828
coassembly.bin.34.fa,74.28150033478828
GTX0494.bin.9.fa,66.36166527602292
coassembly.bin.358.fa,56.005227512230505
GTX0493.bin.34.fa,36.609075625191814
GTX0493.bin.22.fa,81.71920351056917
coassembly.bin.233.fa,85.57857526063673
GTX0468.bin.46.fa,22.593785332090267
GTX0486_487.bin.49.fa,69.53598429224645
GTX0466.bin.71.fa,50.695601762725374
GTX0465.bin.6.fa,82.62463589582086
GTX0466.bin.84.fa,71.55829989419948
coassembly.bin.67.fa,80.33587492719934
GTX0468.bin.3.fa,88.66498525835468
coassembly.bin.92.fa,82.60654928301815
GTX0468.bin.76.fa,73.14293181425188
coassembly.bin.234.fa,59.66746101571409
coassembly.bin.216.fa,94.52404592263785
GTX0486_487.bin.61.fa,80.14447033068855
coassembly.bin.53.fa,84.5550923261493
GTX0486_487.bin.30.fa,74.03565872116201
coassembly.bin.182.fa,80.78464900605776
GTX0486_487.bin.77.fa,47.01809874038947
coassembly.bin.298.fa,42.04577515251366
coassembly.bin.266.fa,61.774472863511875
GTX0484.bin.17.fa,48.942870869301125
coassembly.bin.145.fa,68.4658063646097
coassembly.bin.191.fa,39.85454187852181
GTX0484.bin.26.fa,85.69946821165054
coassembly.bin.379.fa,79.58937430812479
coassembly.bin.265.fa,64.78048251480416
GTX0466.bin.25.fa,66.35565667225192
coassembly.bin.257.fa,66.2572654990252
GTX0468.bin.30.fa,69.39903973808552
coassembly.bin.100.fa,71.77497809097935
coassembly.bin.11.fa,31.853068512615398
GTX0468.bin.45.fa,80.9237214213882
GTX0486_487.bin.40.fa,52.28207356657722
coassembly.bin.388.fa,67.09895093713412
coassembly.bin.35.fa,40.20891968410918
GTX0466.bin.2.fa,52.330550014988155
coassembly.bin.186.fa,83.64509524023727
GTX0465.bin.25.fa,75.91951274561245
GTX0466.bin.89.fa,73.85696154416226
GTX0481.bin.8.fa,83.65545503426918
coassembly.bin.94.fa,73.1210237296307
GTX0466.bin.23.fa,26.622317751884072
coassembly.bin.112.fa,23.06814495059568
GTX0466.bin.82.fa,37.36903943096873
coassembly.bin.174.fa,42.31017876391133
GTX0486_487.bin.70.fa,50.60816784297695
coassembly.bin.377.fa,84.56757606679665
GTX0468.bin.34.fa,35.36081088204668
GTX0486_487.bin.103.fa,72.92005572981189
GTX0468.bin.65.fa,94.13049708462727
coassembly.bin.334.fa,101.78171032148607
GTX0466.bin.69.fa,67.6637835813688
coassembly.bin.176.fa,43.56376448060732
GTX0468.bin.50.fa,88.24524569514699
coassembly.bin.338.fa,81.06914456715037
GTX0486_487.bin.33.fa,81.98383936996846
coassembly.bin.45.fa,52.55287839998132
GTX0466.bin.44.fa,90.6682741081862
coassembly.bin.172.fa,72.92150352091127
coassembly.bin.80.fa,18.77131696126691
GTX0484.bin.28.fa,89.16553991096295
coassembly.bin.175.fa,89.44433513910434
GTX0484.bin.1.fa,53.806249888769166
coassembly.bin.135.fa,48.47293954164669
GTX0481.bin.28.fa,54.520148080135364
coassembly.bin.141.fa,43.51192365514986
GTX0468.bin.7.fa,74.4693753815974
GTX0486_487.bin.47.fa,67.75830570885857
coassembly.bin.148.fa,68.3985640988384
GTX0468.bin.43.fa,66.87600207312171
coassembly.bin.165.fa,77.46183880806502
coassembly.bin.299.fa,70.70280304152622
coassembly.bin.129.fa,68.19638985350448
coassembly.bin.211.fa,77.42073019467526
GTX0486_487.bin.99.fa,88.45174492414496
coassembly.bin.223.fa,66.68631525794702
GTX0466.bin.53.fa,88.3414712581765
coassembly.bin.330.fa,91.15732190388088
GTX0486_487.bin.8.fa,71.28523103490977
coassembly.bin.374.fa,74.67085529283551
GTX0468.bin.49.fa,83.0739462143471
GTX0486_487.bin.36.fa,72.92586864149582
coassembly.bin.166.fa,78.59169478449732
coassembly.bin.271.fa,55.50172252451251
coassembly.bin.66.fa,51.19645409748563
GTX0465.bin.17.fa,54.94779387345937
coassembly.bin.86.fa,73.440429252351
GTX0468.bin.79.fa,67.11942505322902
coassembly.bin.264.fa,43.78159881503446
GTX0466.bin.81.fa,63.515840188263944
coassembly.bin.185.fa,24.280504900748518
coassembly.bin.33.fa,47.08367528477901
GTX0468.bin.37.fa,65.53937178871001
GTX0466.bin.86.fa,55.71217890211321
coassembly.bin.28.fa,65.3610288419207
GTX0481.bin.10.fa,46.69991886293362
coassembly.bin.341.fa,48.78301748130125
GTX0493.bin.27.fa,49.96253308919488
coassembly.bin.54.fa,40.43968281082797
GTX0466.bin.7.fa,70.23654476492594
GTX0486_487.bin.50.fa,56.76018781570508
coassembly.bin.70.fa,61.037545448467206
GTX0486_487.bin.5.fa,51.70309167278382
GTX0468.bin.1.fa,79.42656192439443
coassembly.bin.167.fa,80.79161488236885
GTX0466.bin.9.fa,95.59670941290494
coassembly.bin.77.fa,90.98644300699002
coassembly.bin.238.fa,77.46483715897429
GTX0468.bin.62.fa,79.72918055433578
coassembly.bin.284.fa,81.26748319203914
GTX0484.bin.12.fa,54.583090063066564
coassembly.bin.151.fa,78.12502574205561
GTX0465.bin.18.fa,65.5757289353445
coassembly.bin.114.fa,69.7014664782776
GTX0466.bin.79.fa,65.21466169669051
